GR_NO,c1,c2,c3,c4,c5,c6,c7
3683, , , , , , , 
3685, , , , , , , 
3686, , , , , , , 
3687, , , , , , , 
3688, , , , , , , 
3689, , , , , , , 
3690, , , , , , , 
3691, , , , , , , 
3692, , , , , , , 
3693, , , , , , , 
3694, , , , , , , 
3695, , , , , , , 
3696, , , , , , , 
3697, , , , , , , 
3698, , , , , , , 
3699, , , , , , , 
3700,000253, , , , , ,000253
3701, , , , , , , 
3702, , , , , , , 
3703, , , , , , , 
3704, , , , , , , 
3705, , , , , , , 
3706, , , , , , , 
3707, , , , , , , 
3708, , , , , , , 
3709, , , , , , , 
3710, , , , , , , 
3711, , , , , , , 
3712, , , , , , , 
3713, , , , , , , 
3715, , , , , , , 
3716, , , , , , , 
3717, , , , , , , 
3718,006463, , , , , ,006463
3719, , , , , , , 
3720, , , , , , , 
3721, , , , , , , 
3722, , , , , , , 
3723, , , , , , , 
3724, , , , , , , 
3725, , , , , , , 
3726, , , , , , , 
3727, , , , , , , 
3728, , , , , , , 
3729, , , , , , , 
3730, , , , , , , 
3732, , , , , , , 
3733, , , , , , , 
3734, , , , , , , 
3735, , , , , , , 
3736, , , , , , , 
3737, , , , , , , 
3738, , , , , , , 
3739, , , , , , , 
3740, , , , , , , 
3741, , , , , , , 
3742, , , , , , , 
3745, , , , , , , 
3746, , , , , , , 
3747, , , , , , , 
3749, , , , , , , 
3751, , , , , , , 
3752, , , , , , , 
3753,000066,000066, , , , ,000066
3756, , , , , , , 
3757, , , , , , , 
3758, , , , , , , 
3759, , , , , , , 
3760, , , , , , , 
3762, , , , , , , 
3763, , , , , , , 
3764, , , , , , , 
3765, , , , , , , 
3766, , , , , , , 
3767, , , , , , , 
3769, , , , , , , 
3771, , , , , , , 
3772, , , , , , , 
3773, , , , , , , 
3774, , , , , , , 
3775, , , , , , , 
3776, , , , , , , 
3777, , , , , , , 
3778, , , , , , , 
3779, , , , , , , 
3780, , , , , , , 
3781, , , , , , , 
3782, , , , , , , 
3783, , , , , , , 
3784, , , , , , , 
3785, , , , , , , 
3786, , , , , , , 
3787, , , , , , , 
3788, , , , , , , 
3791, , , , , , , 
3793, , , , , , , 
3795, , , , , , , 
3796, , , , , , , 
3797, , , , , , , 
3798, , , , , , , 
3800, , , , , , , 
3802, , , , , , , 
3803, , , , , , , 
3804, , , , , , , 
3806, , , , , , , 
3807, , , , , , , 
3808, , , , , , , 
3809, , , , , , , 
3810, , , , , , , 
3811, , , , , , , 
3814, , , , , , , 
3815, , , , , , , 
3816, , , , , , , 
3818, , , , , , , 
3819, , , , , , , 
3820, , , , , , , 
3821, , , , , , , 
3822, , , , , , , 
3823, , , , , , , 
3824, , , , , , , 
3826, , , , , , , 
3827, , , , , , , 
3828, , , , , , , 
3829, , , , , , , 
3830, , , , , , , 
3831, , , , , , , 
3832, , , , , , , 
3834, , , , , , , 
3835, , , , , , , 
3836, , , , , , , 
3837, , , , , , , 
3838, , , , , , , 
3839, , , , , , , 
3840, , , , , , , 
3841, , , , , , , 
3842,000076,000076,000076,000076, , ,000076
3843, , , , , , , 
3844, , , , , , , 
3845, , , , , , , 
3846, , , , , , , 
3847, , , , , , , 
3848, , , , , , , 
3849, , , , , , , 
3850, , , , , , , 
3854, , , , , , , 
3856, , , , , , , 
3857, , , , , , , 
3858,408017685024,408017685024,408017685024,408017685024, , ,408017685024
3862, , , , , , , 
3863, , , , , , , 
3864, , , , , , , 
3865, , , , , , , 
3866, , , , , , , 
3867, , , , , , , 
3868, , , , , , , 
3871, , , , , , , 
3910, , , , , , , 
3911, , , , , , , 
3913, , , , , , , 
3916, , , , , , , 
3917,000005,000005, , , , ,000005
3920, , , , , , , 
3921, , , , , , , 
3923, , , , , , , 
3926, , , , , , , 
3928, , , , , , , 
3929, , , , , , , 
3930, , , , , , , 
3931, , , , , , , 
3932, , , , , , , 
3934, , , , , , , 
3935, , , , , , , 
3936, , , , , , , 
3937, , , , , , , 
3940, , , , , , , 
3941, , , , , , , 
3942, , , , , , , 
3943, , , , , , , 
3945, , , , , , , 
3946, , , , , , , 
3947, , , , , , , 
3948, , , , , , , 
3949, , , , , , , 
3951, , , , , , , 
3952, , , , , , , 
3953, , , , , , , 
3954, , , , , , , 
3955, , , , , , , 
3956, , , , , , , 
3957, , , , , , , 
3958, , , , , , , 
3959, , , , , , , 
3960, , , , , , , 
3961, , , , , , , 
3962, , , , , , , 
3963, , , , , , , 
3964, , , , , , , 
3965, , , , , , , 
3966, , , , , , , 
3967, , , , , , , 
3969, , , , , , , 
3970, , , , , , , 
3971, , , , , , , 
3972, , , , , , , 
3973, , , , , , , 
3974, , , , , , , 
3975, , , , , , , 
3976, , , , , , , 
3977, , , , , , , 
3978, , , , , , , 
3979, , , , , , , 
3980, , , , , , , 
3981, , , , , , , 
3982, , , , , , , 
3983, , , , , , , 
3984, , , , , , , 
3985, , , , , , , 
3986, , , , , , , 
3987, , , , , , , 
3988, , , , , , , 
3989, , , , , , , 
3990, , , , , , , 
3991, , , , , , , 
3992, , , , , , , 
3993, , , , , , , 
3994, , , , , , , 
3995, , , , , , , 
3997, , , , , , , 
3998, , , , , , , 
3999, , , , , , , 
4000, , , , , , , 
4001, , , , , , , 
4002, , , , , , , 
4003, , , , , , , 
4004, , , , , , , 
4005, , , , , , , 
4006, , , , , , , 
4007, , , , , , , 
4008, , , , , , , 
4009, , , , , , , 
4010, , , , , , , 
4011, , , , , , , 
4012, , , , , , , 
4013, , , , , , , 
4014, , , , , , , 
4015, , , , , , , 
4016, , , , , , , 
4017, , , , , , , 
4018, , , , , , , 
4020, , , , , , , 
4021, , , , , , , 
4023, , , , , , , 
4024, , , , , , , 
4025, , , , , , , 
4026, , , , , , , 
4027, , , , , , , 
4028, , , , , , , 
4029, , , , , , , 
4030, , , , , , , 
4031, , , , , , , 
4032, , , , , , , 
4033, , , , , , , 
4034, , , , , , , 
4035, , , , , , , 
4036, , , , , , , 
4037, , , , , , , 
4038, , , , , , , 
4039, , , , , , , 
4040, , , , , , , 
4041, , , , , , , 
4042, , , , , , , 
4043, , , , , , , 
4044, , , , , , , 
4045, , , , , , , 
4046, , , , , , , 
4048, , , , , , , 
4049, , , , , , , 
4050, , , , , , , 
4051, , , , , , , 
4052, , , , , , , 
4053, , , , , , , 
4054, , , , , , , 
4055, , , , , , , 
4056, , , , , , , 
4057, , , , , , , 
4058, , , , , , , 
4059, , , , , , , 
4060, , , , , , , 
4061, , , , , , , 
4062, , , , , , , 
4063, , , , , , , 
4064, , , , , , , 
4065, , , , , , , 
4067, , , , , , , 
4068, , , , , , , 
4069, , , , , , , 
4070, , , , , , , 
4071, , , , , , , 
4072, , , , , , , 
4073, , , , , , , 
4074, , , , , , , 
4075, , , , , , , 
4078, , , , , , , 
4079, , , , , , , 
4080, , , , , , , 
4081, , , , , , , 
4082, , , , , , , 
4083, , , , , , , 
4084, , , , , , , 
4085, , , , , , , 
4086, , , , , , , 
4087, , , , , , , 
4088, , , , , , , 
4089, , , , , , , 
4090, , , , , , , 
4091, , , , , , , 
4092, , , , , , , 
4093, , , , , , , 
4094, , , , , , , 
4095, , , , , , , 
4096, , , , , , , 
4097, , , , , , , 
4098, , , , , , , 
4099, , , , , , , 
4100, , , , , , , 
4101, , , , , , , 
4102, , , , , , , 
4103, , , , , , , 
4104, , , , , , , 
4105, , , , , , , 
4106, , , , , , , 
4107, , , , , , , 
4108, , , , , , , 
4109, , , , , , , 
4111, , , , , , , 
4112, , , , , , , 
4114, , , , , , , 
4115, , , , , , , 
4117, , , , , , , 
4118, , , , , , , 
4119, , , , , , , 
4121, , , , , , , 
4124, , , , , , , 
4127, , , , , , , 
4128, , , , , , , 
4130, , , , , , , 
4131, , , , , , , 
4132, , , , , , , 
4133, , , , , , , 
4134, , , , , , , 
4136, , , , , , , 
4137, , , , , , , 
4138, , , , , , , 
4139, , , , , , , 
4140, , , , , , , 
4142, , , , , , , 
4143, , , , , , , 
4144, , , , , , , 
4145, , , , , , , 
4146, , , , , , , 
4147, , , , , , , 
4148, , , , , , , 
4149, , , , , , , 
4150, , , , , , , 
4151, , , , , , , 
4152, , , , , , , 
4153, , , , , , , 
4154, , , , , , , 
4155, , , , , , , 
4156, , , , , , , 
4157, , , , , , , 
4158, , , , , , , 
4159, , , , , , , 
4160, , , , , , , 
4161, , , , , , , 
4162, , , , , , , 
4163, , , , , , , 
4164, , , , , , , 
4165, , , , , , , 
4166, , , , , , , 
4168, , , , , , , 
4169, , , , , , , 
4170, , , , , , , 
4171, , , , , , , 
4201, , , , , , , 
4204, , , , , , , 
4206, , , , , , , 
4208,372727,372727,372727,372727, , ,372727
4211, , , , , , , 
4212,408048749859,408048749859,408048749859,408048749859, , ,408048749859
4214, , , , , , , 
4215, , , , , , , 
4217, , , , , , , 
4219, , , , , , , 
4220, , , , , , , 
4221, , , , , , , 
4222, , , , , , , 
4223, , , , , , , 
4224, , , , , , , 
4225, , , , , , , 
4226, , , , , , , 
4227, , , , , , , 
4228, , , , , , , 
4229, , , , , , , 
4230, , , , , , , 
4231, , , , , , , 
4232, , , , , , , 
4233, , , , , , , 
4234, , , , , , , 
4235, , , , , , , 
4236, , , , , , , 
4237, , , , , , , 
4238, , , , , , , 
4239, , , , , , , 
4240, , , , , , , 
4241, , , , , , , 
4242, , , , , , , 
4243, , , , , , , 
4244, , , , , , , 
4245, , , , , , , 
4246, , , , , , , 
4247, , , , , , , 
4248, , , , , , , 
4249, , , , , , , 
4250, , , , , , , 
4251, , , , , , , 
4252, , , , , , , 
4253, , , , , , , 
4254, , , , , , , 
4255, , , , , , , 
4256, , , , , , , 
4257, , , , , , , 
4258, , , , , , , 
4259, , , , , , , 
4260, , , , , , , 
4261, , , , , , , 
4262, , , , , , , 
4263, , , , , , , 
4264, , , , , , , 
4265, , , , , , , 
4266, , , , , , , 
4267, , , , , , , 
4268, , , , , , , 
4269, , , , , , , 
4271, , , , , , , 
4272, , , , , , , 
4273, , , , , , , 
4274, , , , , , , 
4275, , , , , , , 
4276, , , , , , , 
4277, , , , , , , 
4278, , , , , , , 
4279, , , , , , , 
4280, , , , , , , 
4281, , , , , , , 
4282, , , , , , , 
4283, , , , , , , 
4284, , , , , , , 
4285, , , , , , , 
4286, , , , , , , 
4287, , , , , , , 
4288, , , , , , , 
4289, , , , , , , 
4290, , , , , , , 
4291, , , , , , , 
4292, , , , , , , 
4293, , , , , , , 
4294, , , , , , , 
4295,000030,000030, , , , ,000030
4296, , , , , , , 
4297, , , , , , , 
4298, , , , , , , 
4299, , , , , , , 
4300, , , , , , , 
4301, , , , , , , 
4302, , , , , , , 
4303, , , , , , , 
4304, , , , , , , 
4305, , , , , , , 
4306, , , , , , , 
4307, , , , , , , 
4308, , , , , , , 
4309, , , , , , , 
4310, , , , , , , 
4311, , , , , , , 
4312, , , , , , , 
4313, , , , , , , 
4315, , , , , , , 
4316, , , , , , , 
4317, , , , , , , 
4318, , , , , , , 
4319, , , , , , , 
4320, , , , , , , 
4321, , , , , , , 
4322, , , , , , , 
4323, , , , , , , 
4324, , , , , , , 
4325, , , , , , , 
4326, , , , , , , 
4327, , , , , , , 
4328, , , , , , , 
4329, , , , , , , 
4330, , , , , , , 
4331, , , , , , , 
4332, , , , , , , 
4333, , , , , , , 
4334, , , , , , , 
4335, , , , , , , 
4336, , , , , , , 
4337, , , , , , , 
4338, , , , , , , 
4339, , , , , , , 
4340, , , , , , , 
4341, , , , , , , 
4342, , , , , , , 
4343, , , , , , , 
4344, , , , , , , 
4345, , , , , , , 
4346, , , , , , , 
4347, , , , , , , 
4348, , , , , , , 
4349, , , , , , , 
4350, , , , , , , 
4351, , , , , , , 
4352, , , , , , , 
4353, , , , , , , 
4354, , , , , , , 
4355, , , , , , , 
4356, , , , , , , 
4357, , , , , , , 
4358, , , , , , , 
4359, , , , , , , 
4360, , , , , , , 
4361, , , , , , , 
4362, , , , , , , 
4363, , , , , , , 
4364, , , , , , , 
4365, , , , , , , 
4367, , , , , , , 
4368, , , , , , , 
4369, , , , , , , 
4370, , , , , , , 
4371, , , , , , , 
4372, , , , , , , 
4373, , , , , , , 
4374, , , , , , , 
4375, , , , , , , 
4376, , , , , , , 
4377, , , , , , , 
4378, , , , , , , 
4379, , , , , , , 
4380, , , , , , , 
4381, , , , , , , 
4382, , , , , , , 
4383, , , , , , , 
4384, , , , , , , 
4385, , , , , , , 
4386, , , , , , , 
4387, , , , , , , 
4388, , , , , , , 
4389, , , , , , , 
4390, , , , , , , 
4391, , , , , , , 
4392, , , , , , , 
4393, , , , , , , 
4394, , , , , , , 
4395, , , , , , , 
4396, , , , , , , 
4397, , , , , , , 
4398, , , , , , , 
4399, , , , , , , 
4400, , , , , , , 
4401, , , , , , , 
4402, , , , , , , 
4403, , , , , , , 
4404, , , , , , , 
4405, , , , , , , 
4406, , , , , , , 
4407, , , , , , , 
4408, , , , , , , 
4409, , , , , , , 
4410, , , , , , , 
4411, , , , , , , 
4414, , , , , , , 
4416, , , , , , , 
4417, , , , , , , 
4418, , , , , , , 
4419,678679,678679, , , , ,678679
4420,000236,000236,000236,000236, , ,000236
4421,459204,459204, , , , ,459204
4422,001466,001466,001466,001466, , ,001466
4423, , , , , , , 
4424, , , , , , , 
4425, , , , , , , 
4426, , , , , , , 
4427,956058, , , , , ,956058
4428, , , , , , , 
4429, , , , , , , 
4430, , , , , , , 
4431, , , , , , , 
4432, , , , , , , 
4444, , , , , , , 
4445, , , , , , , 
4446, , , , , , , 
4447, , , , , , , 
4448, , , , , , , 
4449, , , , , , , 
4450, , , , , , , 
4451, , , , , , , 
4452, , , , , , , 
4453, , , , , , , 
4454, , , , , , , 
4455, , , , , , , 
4456, , , , , , , 
4457, , , , , , , 
4460, , , , , , , 
4461, , , , , , , 
4462,000029,000029,000029,000029, , ,000029
4464, , , , , , , 
4466, , , , , , , 
4467, , , , , , , 
4468, , , , , , , 
4473, , , , , , , 
4474, , , , , , , 
4476, , , , , , , 
4480, , , , , , , 
4483, , , , , , , 
4485, , , , , , , 
4486,000049,000049, , , , ,000049
4487, , , , , , , 
4488, , , , , , , 
4490, , , , , , , 
4491, , , , , , , 
4492, , , , , , , 
4494, , , , , , , 
4495, , , , , , , 
4496, , , , , , , 
4497, , , , , , , 
4498, , , , , , , 
4500, , , , , , , 
4501, , , , , , , 
4502, , , , , , , 
4503, , , , , , , 
4504, , , , , , , 
4506, , , , , , , 
4507, , , , , , , 
4508, , , , , , , 
4509, , , , , , , 
4510,000224,000224,000224,000224, , ,000224
4511, , , , , , , 
4512, , , , , , , 
4513, , , , , , , 
4514, , , , , , , 
4515, , , , , , , 
4516, , , , , , , 
4517, , , , , , , 
4518, , , , , , , 
4519, , , , , , , 
4520, , , , , , , 
4521, , , , , , , 
4522, , , , , , , 
4523, , , , , , , 
4524, , , , , , , 
4525, , , , , , , 
4526, , , , , , , 
4527, , , , , , , 
4528, , , , , , , 
4529, , , , , , , 
4530, , , , , , , 
4531, , , , , , , 
4532, , , , , , , 
4533, , , , , , , 
4534, , , , , , , 
4535, , , , , , , 
4536, , , , , , , 
4538, , , , , , , 
4539, , , , , , , 
4540, , , , , , , 
4541, , , , , , , 
4542, , , , , , , 
4543, , , , , , , 
4544, , , , , , , 
4545, , , , , , , 
4546, , , , , , , 
4547, , , , , , , 
4548, , , , , , , 
4549, , , , , , , 
4550, , , , , , , 
4551, , , , , , , 
4552, , , , , , , 
4553, , , , , , , 
4554, , , , , , , 
4555, , , , , , , 
4556, , , , , , , 
4557, , , , , , , 
4558, , , , , , , 
4559, , , , , , , 
4560, , , , , , , 
4561, , , , , , , 
4567, , , , , , , 
4573, , , , , , , 
4574, , , , , , , 
4575, , , , , , , 
4576, , , , , , , 
4577, , , , , , , 
4578,000647, , , , , ,000647
4579, , , , , , , 
4580, , , , , , , 
4581, , , , , , , 
4582, , , , , , , 
4583, , , , , , , 
4584, , , , , , , 
4585, , , , , , , 
4586, , , , , , , 
4587, , , , , , , 
4588, , , , , , , 
4589, , , , , , , 
4590, , , , , , , 
4591, , , , , , , 
4592, , , , , , , 
4593, , , , , , , 
4594, , , , , , , 
4595, , , , , , , 
4596, , , , , , , 
4597, , , , , , , 
4598, , , , , , , 
4599, , , , , , , 
4600, , , , , , , 
4601, , , , , , , 
4602, , , , , , , 
4603, , , , , , , 
4604, , , , , , , 
4605, , , , , , , 
4606, , , , , , , 
4607, , , , , , , 
4608, , , , , , , 
4609, , , , , , , 
4610, , , , , , , 
4611, , , , , , , 
4612, , , , , , , 
4613, , , , , , , 
4614, , , , , , , 
4615, , , , , , , 
4616, , , , , , , 
4617, , , , , , , 
4618, , , , , , , 
4619, , , , , , , 
4620, , , , , , , 
4621, , , , , , , 
4622, , , , , , , 
4623, , , , , , , 
4624, , , , , , , 
4625, , , , , , , 
4626, , , , , , , 
4627, , , , , , , 
4628, , , , , , , 
4629, , , , , , , 
4630, , , , , , , 
4631, , , , , , , 
4632, , , , , , , 
4633, , , , , , , 
4634, , , , , , , 
4635, , , , , , , 
4636, , , , , , , 
4637, , , , , , , 
4638, , , , , , , 
4639, , , , , , , 
4640, , , , , , , 
4641, , , , , , , 
4642, , , , , , , 
4643, , , , , , , 
4644, , , , , , , 
4645, , , , , , , 
4646, , , , , , , 
4647,988025,988025, , , , ,988025
4648, , , , , , , 
4649, , , , , , , 
4650, , , , , , , 
4651, , , , , , , 
4652, , , , , , , 
4653, , , , , , , 
4654, , , , , , , 
4655, , , , , , , 
4656, , , , , , , 
4657, , , , , , , 
4658, , , , , , , 
4659, , , , , , , 
4660, , , , , , , 
4661, , , , , , , 
4662, , , , , , , 
4663, , , , , , , 
4664,000006,000006, , , , ,000006
4665, , , , , , , 
4666, , , , , , , 
4667, , , , , , , 
4668, , , , , , , 
4669, , , , , , , 
4670, , , , , , , 
4671, , , , , , , 
4672, , , , , , , 
4673, , , , , , , 
4674, , , , , , , 
4675, , , , , , , 
4676, , , , , , , 
4677, , , , , , , 
4678, , , , , , , 
4679, , , , , , , 
4680, , , , , , , 
4681, , , , , , , 
4682, , , , , , , 
4683, , , , , , , 
4684, , , , , , , 
4685, , , , , , , 
4686, , , , , , , 
4687, , , , , , , 
4688, , , , , , , 
4689, , , , , , , 
4690, , , , , , , 
4692, , , , , , , 
4693, , , , , , , 
4694, , , , , , , 
4695, , , , , , , 
4696, , , , , , , 
4697, , , , , , , 
4698, , , , , , , 
4699, , , , , , , 
4700, , , , , , , 
4701, , , , , , , 
4702, , , , , , , 
4703, , , , , , , 
4704, , , , , , , 
4705, , , , , , , 
4706, , , , , , , 
4707, , , , , , , 
4708, , , , , , , 
4709, , , , , , , 
4710,444650873482,444650873482, , , , ,444650873482
4711, , , , , , , 
4712, , , , , , , 
4713, , , , , , , 
4714, , , , , , , 
4715, , , , , , , 
4716, , , , , , , 
4717, , , , , , , 
4718, , , , , , , 
4719, , , , , , , 
4720, , , , , , , 
4721,000036,000036, , , , ,000036
4722, , , , , , , 
4723, , , , , , , 
4724, , , , , , , 
4725, , , , , , , 
4726, , , , , , , 
4727, , , , , , , 
4728, , , , , , , 
4729, , , , , , , 
4730, , , , , , , 
4731, , , , , , , 
4732,000053,000053,000053,000053, , ,000053
4733, , , , , , , 
4734, , , , , , , 
4735, , , , , , , 
4736, , , , , , , 
4737, , , , , , , 
4738, , , , , , , 
4739, , , , , , , 
4740, , , , , , , 
4741, , , , , , , 
4742, , , , , , , 
4743, , , , , , , 
4744, , , , , , , 
4745, , , , , , , 
4746, , , , , , , 
4747, , , , , , , 
4748, , , , , , , 
4749, , , , , , , 
4750, , , , , , , 
4751, , , , , , , 
4752, , , , , , , 
4753, , , , , , , 
4754, , , , , , , 
4755, , , , , , , 
4756, , , , , , , 
4757, , , , , , , 
4758, , , , , , , 
4759, , , , , , , 
4760, , , , , , , 
4761, , , , , , , 
4762, , , , , , , 
4763, , , , , , , 
4764, , , , , , , 
4765, , , , , , , 
4766, , , , , , , 
4767, , , , , , , 
4768, , , , , , , 
4769, , , , , , , 
4770, , , , , , , 
4771, , , , , , , 
4772, , , , , , , 
4773, , , , , , , 
4774, , , , , , , 
4775, , , , , , , 
4776, , , , , , , 
4777, , , , , , , 
4778, , , , , , , 
4779, , , , , , , 
4780, , , , , , , 
4781, , , , , , , 
4782, , , , , , , 
4783, , , , , , , 
4784, , , , , , , 
4785, , , , , , , 
4786, , , , , , , 
4787, , , , , , , 
4788, , , , , , , 
4789, , , , , , , 
4790, , , , , , , 
4791, , , , , , , 
4792, , , , , , , 
4793, , , , , , , 
4794, , , , , , , 
4795, , , , , , , 
4796,000108,000108, , , ,000108,000108
4797,349454,349454, , , ,349454,349454
4798,256171,256171, , , ,256171,256171
4799,168206,168206, , , ,168206,168206
4800,000037,000037, , , ,000037,000037
4801,000007,000007, , , ,000007,000007
4802,000006,000006, , , ,000006,000006
4803,812160,812160, , , ,812160,812160
4804,294416,294416, , , ,294416,294416
4805,160869,160869, , , ,160869,160869
4806,048649,048649, , , ,048649,048649
4807,001460,001460, , , ,001460,001460
4808,000005,000005, , , ,000005,000005
4809,000013,000013, , , ,000013,000013
4810,978252,978252, , , ,978252,978252
4811,134563,134563, , , ,134563,134563
4812,233584,233584, , , ,233584,233584
4813,025786,025786, , , ,025786,025786
4814,000002,000002, , , ,000002,000002
4815,000003,000003, , , ,000003,000003
4816,000007,000007, , , ,000007,000007
4817,256172,256172, , , ,256172,256172
4818,000312,000312, , , ,000312,000312
4819,000124,000124, , , ,000124,000124
4820,000167,000167, , , ,000167,000167
4821,591949,591949, , , ,591949,591949
4822,362998,362998, , , ,362998,362998
4823,065329,065329, , , ,065329,065329
4824,000002,000002, , , ,000002,000002
4825,110076,110076, , , ,110076,110076
4826,239089,239089, , , ,239089,239089
4827,000032,000032, , , ,000032,000032
4828,186091,186091, , , ,186091,186091
4829,721378,721378, , , ,721378,721378
4830,000373,000373, , , ,000373,000373
4831,000914,000914, , , ,000914,000914
4832,000010,000010, , , ,000010,000010
4833,000018,000018, , , ,000018,000018
4834,068035,068035, , , ,068035,068035
4835,039370,039370, , , ,039370,039370
4836,657670,657670, , , ,657670,657670
4837,000052,000052, , , ,000052,000052
4838,000056,000056, , , ,000056,000056
4839,000040,000040, , , ,000040,000040
4840,066076,066076, , , ,066076,066076
4841,000102,000102, , , ,000102,000102
4842,161041,161041, , , ,161041,161041
4843,000017,000017, , , ,000017,000017
4844,926786,926786, , , ,926786,926786
4845,000022,000022, , , ,000022,000022
4846, , , , , , , 
4847,923741,923741, , , ,923741,923741
4848,215258,215258, , , ,215258,215258
4849,000090,000090, , , ,000090,000090
4850,947137,947137, , , ,947137,947137
4851,683237,683237, , , ,683237,683237
4852,683238,683238, , , ,683238,683238
4853,245714,245714, , , ,245714,245714
4854,000019,000019, , , ,000019,000019
4855,266311,266311, , , ,266311,266311
4856,000005, , , , ,000005,000005
4857,000693,000693, , , ,000693,000693
4858,000752,000752, , , ,000752,000752
4859,000016,000016, , , ,000016,000016
4860,547593,547593, , , ,547593,547593
4861,179276,179276, , , ,179276,179276
4862,000356,000356, , , ,000356,000356
4863,000179,000179, , , ,000179,000179
4864,529632,529632, , , ,529632,529632
4865,000020,000020, , , ,000020,000020
4866,000034,000034, , , ,000034,000034
4867,169501,169501, , , ,169501,169501
4868,000024,000024, , , ,000024,000024
4869,343802,343802, , , ,343802,343802
4870,090391,090391, , , ,090391,090391
4871,000010,000010, , , ,000010,000010
4872,000313,000313, , , ,000313,000313
4873,001436,001436, , , ,001436,001436
4874,000820,000820, , , ,000820,000820
4875,000046,000046, , , ,000046,000046
4876,000046,000046, , , ,000046,000046
4877,000024,000024, , , ,000024,000024
4878,000091,000091, , , ,000091,000091
4879,387021,387021, , , ,387021,387021
4880,234384,234384, , , ,234384,234384
4881,224067,224067, , , ,224067,224067
4882,075579,075579, , , ,075579,075579
4883,337213,337213, , , ,337213,337213
4884,000001,000001, , , ,000001,000001
4885,781056,781056, , , ,781056,781056
4886,000676,000676, , , ,000676,000676
4887,000068,000068, , , ,000068,000068
4888,091851,091851, , , ,091851,091851
4889,968603,968603, , , ,968603,968603
4890,698554,698554, , , ,698554,698554
4891,116693,116693, , , ,116693,116693
4892,371982,371982, , , ,371982,371982
4893,000013,000013, , , ,000013,000013
4894,000247,000247, , , ,000247,000247
4895,819950,819950, , , ,819950,819950
4896,000063,000063, , , ,000063,000063
4897,781545,781545, , , ,781545,781545
4898,074505,074505, , , ,074505,074505
4899,361996,361996, , , ,361996,361996
4900,923944,923944, , , ,923944,923944
4901,002672,002672, , , ,002672,002672
4902,000086,000086, , , ,000086,000086
4903,117346,117346, , , ,117346,117346
4904,000029,000029, , , ,000029,000029
4905,000082,000082, , , ,000082,000082
4906,206417,206417, , , ,206417,206417
4907,554859,554859, , , ,554859,554859
4908,858501,858501, , , ,858501,858501
4909,000144,000144, , , ,000144,000144
4910,000009,000009, , , ,000009,000009
4911,000003,000003, , , ,000003,000003
